nama_dataset,nama_video_mentah,jenis_latihan,camera_view,total_lm_frames,total_zero_filled_lm,persentase_zero_fill_pct,frame_validator_terdampak,persentase_frame_val_terdampak_pct,zero_shoulder,zero_elbow,zero_wrist,zero_hip,zero_knee,zero_ankle
BenchPress_197,sekunder_sekunder_benchpress_kaggle96_rep96.mp4,benchpress,sekunder_kaggle,2112,512,24.24,0,0.0,0,0,0,0,128,128
BenchPress_198,sekunder_sekunder_benchpress_kaggle97_rep97.mp4,benchpress,sekunder_kaggle,2112,305,14.44,0,0.0,0,0,0,0,57,85
BenchPress_199,sekunder_sekunder_benchpress_kaggle98_rep98.mp4,benchpress,sekunder_kaggle,2112,512,24.24,0,0.0,0,0,0,0,128,128
BenchPress_200,sekunder_sekunder_benchpress_kaggle99_rep99.mp4,benchpress,sekunder_kaggle,2112,512,24.24,0,0.0,0,0,0,0,128,128
Deadlift_001,primer_deadlift_lateral_subjek01_rep1.mp4,deadlift,lateral,2112,355,16.81,0,0.0,0,49,60,0,53,7
Deadlift_002,primer_deadlift_lateral_subjek01_rep10.mp4,deadlift,lateral,2112,130,6.16,0,0.0,0,12,17,0,15,13
Deadlift_003,primer_deadlift_lateral_subjek01_rep11.mp4,deadlift,lateral,2112,455,21.54,0,0.0,0,45,64,0,64,48
Deadlift_004,primer_deadlift_lateral_subjek01_rep12.mp4,deadlift,lateral,2112,427,20.22,0,0.0,0,42,64,0,64,30
Deadlift_005,primer_deadlift_lateral_subjek01_rep13.mp4,deadlift,lateral,2112,178,8.43,0,0.0,0,23,26,0,24,11
Deadlift_006,primer_deadlift_lateral_subjek01_rep14.mp4,deadlift,lateral,2112,346,16.38,0,0.0,0,29,64,0,41,10
Deadlift_007,primer_deadlift_lateral_subjek01_rep15.mp4,deadlift,lateral,2112,241,11.41,0,0.0,0,26,37,0,36,17
Deadlift_008,primer_deadlift_lateral_subjek01_rep16.mp4,deadlift,lateral,2112,376,17.8,0,0.0,0,36,64,0,46,28
Deadlift_009,primer_deadlift_lateral_subjek01_rep17.mp4,deadlift,lateral,2112,324,15.34,0,0.0,0,40,63,0,8,8
Deadlift_010,primer_deadlift_lateral_subjek01_rep18.mp4,deadlift,lateral,2112,312,14.77,0,0.0,0,41,57,0,11,8
Deadlift_011,primer_deadlift_lateral_subjek01_rep19.mp4,deadlift,lateral,2112,253,11.98,0,0.0,0,38,44,0,12,9
Deadlift_012,primer_deadlift_lateral_subjek01_rep2.mp4,deadlift,lateral,2112,462,21.88,0,0.0,0,64,75,0,34,31
Deadlift_013,primer_deadlift_lateral_subjek01_rep20.mp4,deadlift,lateral,2112,214,10.13,0,0.0,0,33,40,0,7,4
Deadlift_014,primer_deadlift_lateral_subjek01_rep21.mp4,deadlift,lateral,2112,425,20.12,0,0.0,0,64,75,0,50,9
Deadlift_015,primer_deadlift_lateral_subjek01_rep22.mp4,deadlift,lateral,2112,450,21.31,0,0.0,0,64,76,0,31,21
Deadlift_016,primer_deadlift_lateral_subjek01_rep23.mp4,deadlift,lateral,2112,392,18.56,0,0.0,0,64,73,0,35,0
Deadlift_017,primer_deadlift_lateral_subjek01_rep24.mp4,deadlift,lateral,2112,436,20.64,0,0.0,0,64,78,0,29,18
Deadlift_018,primer_deadlift_lateral_subjek01_rep25.mp4,deadlift,lateral,2112,423,20.03,0,0.0,0,64,74,0,29,19
Deadlift_019,primer_deadlift_lateral_subjek01_rep26.mp4,deadlift,lateral,2112,444,21.02,0,0.0,0,64,76,0,26,24
Deadlift_020,primer_deadlift_lateral_subjek01_rep27.mp4,deadlift,lateral,2112,525,24.86,0,0.0,0,64,64,0,64,50
Deadlift_021,primer_deadlift_lateral_subjek01_rep28.mp4,deadlift,lateral,2112,548,25.95,0,0.0,0,64,64,0,64,64
Deadlift_022,primer_deadlift_lateral_subjek01_rep29.mp4,deadlift,lateral,2112,563,26.66,0,0.0,0,64,64,0,64,64
Deadlift_023,primer_deadlift_lateral_subjek01_rep3.mp4,deadlift,lateral,2112,488,23.11,0,0.0,0,64,74,0,31,28
Deadlift_024,primer_deadlift_lateral_subjek01_rep30.mp4,deadlift,lateral,2112,547,25.9,0,0.0,0,64,64,0,64,55
Deadlift_025,primer_deadlift_lateral_subjek01_rep31.mp4,deadlift,lateral,2112,547,25.9,0,0.0,0,64,64,0,64,64
Deadlift_026,primer_deadlift_lateral_subjek01_rep32.mp4,deadlift,lateral,2112,552,26.14,0,0.0,0,64,64,0,64,64
Deadlift_027,primer_deadlift_lateral_subjek01_rep33.mp4,deadlift,lateral,2112,576,27.27,0,0.0,0,64,64,0,64,64
Deadlift_028,primer_deadlift_lateral_subjek01_rep34.mp4,deadlift,lateral,2112,515,24.38,0,0.0,0,64,64,0,64,51
Deadlift_029,primer_deadlift_lateral_subjek01_rep4.mp4,deadlift,lateral,2112,488,23.11,0,0.0,0,64,74,0,26,23
Deadlift_030,primer_deadlift_lateral_subjek01_rep5.mp4,deadlift,lateral,2112,452,21.4,0,0.0,0,57,70,0,41,36
Deadlift_031,primer_deadlift_lateral_subjek01_rep6.mp4,deadlift,lateral,2112,313,14.82,0,0.0,0,20,59,0,64,42
Deadlift_032,primer_deadlift_lateral_subjek01_rep7.mp4,deadlift,lateral,2112,407,19.27,0,0.0,0,37,64,0,64,25
Deadlift_033,primer_deadlift_lateral_subjek01_rep8.mp4,deadlift,lateral,2112,497,23.53,0,0.0,0,64,64,0,57,53
Deadlift_034,primer_deadlift_lateral_subjek01_rep9.mp4,deadlift,lateral,2112,434,20.55,0,0.0,0,46,64,0,57,31
Deadlift_035,sekunder_sekunder_deadlift_kaggle01_rep01.mp4,deadlift,sekunder_kaggle,2112,4,0.19,0,0.0,0,0,0,0,0,0
Deadlift_036,sekunder_sekunder_deadlift_kaggle02_rep02.mp4,deadlift,sekunder_kaggle,2112,333,15.77,0,0.0,0,55,55,0,49,9
Deadlift_037,sekunder_sekunder_deadlift_kaggle03_rep03.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_038,sekunder_sekunder_deadlift_kaggle04_rep04.mp4,deadlift,sekunder_kaggle,2112,260,12.31,0,0.0,0,28,58,0,0,0
Deadlift_039,sekunder_sekunder_deadlift_kaggle05_rep05.mp4,deadlift,sekunder_kaggle,2112,336,15.91,0,0.0,0,39,65,0,0,0
Deadlift_040,sekunder_sekunder_deadlift_kaggle06_rep06.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_042,sekunder_sekunder_deadlift_kaggle08_rep08.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_043,sekunder_sekunder_deadlift_kaggle09_rep09.mp4,deadlift,sekunder_kaggle,2112,271,12.83,0,0.0,0,41,48,0,21,7
Deadlift_044,sekunder_sekunder_deadlift_kaggle100_rep100.mp4,deadlift,sekunder_kaggle,2112,2,0.09,0,0.0,0,0,0,0,0,0
Deadlift_045,sekunder_sekunder_deadlift_kaggle10_rep10.mp4,deadlift,sekunder_kaggle,2112,360,17.05,0,0.0,0,46,48,0,46,33
Deadlift_046,sekunder_sekunder_deadlift_kaggle11_rep11.mp4,deadlift,sekunder_kaggle,2112,453,21.45,0,0.0,0,64,64,0,57,44
Deadlift_047,sekunder_sekunder_deadlift_kaggle12_rep12.mp4,deadlift,sekunder_kaggle,2112,31,1.47,0,0.0,0,4,0,0,8,7
Deadlift_048,sekunder_sekunder_deadlift_kaggle13_rep13.mp4,deadlift,sekunder_kaggle,2112,71,3.36,0,0.0,0,10,3,0,14,16
Deadlift_049,sekunder_sekunder_deadlift_kaggle14_rep14.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_050,sekunder_sekunder_deadlift_kaggle15_rep15.mp4,deadlift,sekunder_kaggle,2112,331,15.67,0,0.0,0,60,24,0,57,43
Deadlift_051,sekunder_sekunder_deadlift_kaggle16_rep16.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_052,sekunder_sekunder_deadlift_kaggle17_rep17.mp4,deadlift,sekunder_kaggle,2112,44,2.08,0,0.0,0,7,7,0,3,3
Deadlift_053,sekunder_sekunder_deadlift_kaggle18_rep18.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_054,sekunder_sekunder_deadlift_kaggle19_rep19.mp4,deadlift,sekunder_kaggle,2112,576,27.27,0,0.0,0,64,64,0,64,64
Deadlift_055,sekunder_sekunder_deadlift_kaggle20_rep20.mp4,deadlift,sekunder_kaggle,2112,374,17.71,0,0.0,0,64,64,0,46,8
Deadlift_056,sekunder_sekunder_deadlift_kaggle21_rep21.mp4,deadlift,sekunder_kaggle,2112,93,4.4,0,0.0,0,6,1,0,27,24
Deadlift_057,sekunder_sekunder_deadlift_kaggle22_rep22.mp4,deadlift,sekunder_kaggle,2112,4,0.19,0,0.0,0,2,0,0,2,0
Deadlift_058,sekunder_sekunder_deadlift_kaggle23_rep23.mp4,deadlift,sekunder_kaggle,2112,6,0.28,0,0.0,0,0,0,0,0,3
Deadlift_059,sekunder_sekunder_deadlift_kaggle24_rep24.mp4,deadlift,sekunder_kaggle,2112,22,1.04,0,0.0,0,4,0,0,0,8
Deadlift_060,sekunder_sekunder_deadlift_kaggle25_rep25.mp4,deadlift,sekunder_kaggle,2112,346,16.38,0,0.0,0,59,51,0,31,31
Deadlift_061,sekunder_sekunder_deadlift_kaggle26_rep26.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_062,sekunder_sekunder_deadlift_kaggle27_rep27.mp4,deadlift,sekunder_kaggle,2112,394,18.66,0,0.0,0,61,64,0,46,22
Deadlift_063,sekunder_sekunder_deadlift_kaggle28_rep28.mp4,deadlift,sekunder_kaggle,2112,479,22.68,0,0.0,0,57,51,0,54,55
Deadlift_064,sekunder_sekunder_deadlift_kaggle29_rep29.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_065,sekunder_sekunder_deadlift_kaggle30_rep30.mp4,deadlift,sekunder_kaggle,2112,4,0.19,0,0.0,0,0,0,0,0,2
Deadlift_066,sekunder_sekunder_deadlift_kaggle31_rep31.mp4,deadlift,sekunder_kaggle,2112,320,15.15,0,0.0,0,64,64,0,0,0
Deadlift_067,sekunder_sekunder_deadlift_kaggle32_rep32.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_069,sekunder_sekunder_deadlift_kaggle34_rep34.mp4,deadlift,sekunder_kaggle,2112,2,0.09,0,0.0,0,0,0,0,0,0
Deadlift_070,sekunder_sekunder_deadlift_kaggle35_rep35.mp4,deadlift,sekunder_kaggle,2112,511,24.2,0,0.0,0,64,64,0,64,60
Deadlift_072,sekunder_sekunder_deadlift_kaggle37_rep37.mp4,deadlift,sekunder_kaggle,2112,251,11.88,0,0.0,0,23,17,0,42,43
Deadlift_073,sekunder_sekunder_deadlift_kaggle38_rep38.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_074,sekunder_sekunder_deadlift_kaggle39_rep39.mp4,deadlift,sekunder_kaggle,2112,366,17.33,0,0.0,0,26,31,0,48,59
Deadlift_075,sekunder_sekunder_deadlift_kaggle40_rep40.mp4,deadlift,sekunder_kaggle,2112,413,19.55,0,0.0,0,64,35,0,59,56
Deadlift_076,sekunder_sekunder_deadlift_kaggle41_rep41.mp4,deadlift,sekunder_kaggle,2112,476,22.54,0,0.0,0,64,64,0,64,64
Deadlift_077,sekunder_sekunder_deadlift_kaggle42_rep42.mp4,deadlift,sekunder_kaggle,2112,372,17.61,0,0.0,0,64,64,0,36,4
Deadlift_078,sekunder_sekunder_deadlift_kaggle43_rep43.mp4,deadlift,sekunder_kaggle,2112,268,12.69,0,0.0,0,12,64,0,0,0
Deadlift_079,sekunder_sekunder_deadlift_kaggle44_rep44.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_080,sekunder_sekunder_deadlift_kaggle45_rep45.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_081,sekunder_sekunder_deadlift_kaggle46_rep46.mp4,deadlift,sekunder_kaggle,2112,15,0.71,0,0.0,0,4,0,0,6,1
Deadlift_082,sekunder_sekunder_deadlift_kaggle47_rep47.mp4,deadlift,sekunder_kaggle,2112,566,26.8,0,0.0,0,64,64,0,54,64
Deadlift_083,sekunder_sekunder_deadlift_kaggle48_rep48.mp4,deadlift,sekunder_kaggle,2112,3,0.14,0,0.0,0,1,0,0,0,1
Deadlift_084,sekunder_sekunder_deadlift_kaggle49_rep49.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_085,sekunder_sekunder_deadlift_kaggle50_rep50.mp4,deadlift,sekunder_kaggle,2112,2,0.09,0,0.0,0,0,0,0,0,1
Deadlift_086,sekunder_sekunder_deadlift_kaggle51_rep51.mp4,deadlift,sekunder_kaggle,2112,377,17.85,0,0.0,0,64,64,0,52,5
Deadlift_087,sekunder_sekunder_deadlift_kaggle52_rep52.mp4,deadlift,sekunder_kaggle,2112,353,16.71,0,0.0,0,64,64,0,27,0
Deadlift_088,sekunder_sekunder_deadlift_kaggle53_rep53.mp4,deadlift,sekunder_kaggle,2112,48,2.27,0,0.0,0,0,12,0,0,0
Deadlift_089,sekunder_sekunder_deadlift_kaggle54_rep54.mp4,deadlift,sekunder_kaggle,2112,324,15.34,0,0.0,0,57,48,0,30,17
Deadlift_090,sekunder_sekunder_deadlift_kaggle55_rep55.mp4,deadlift,sekunder_kaggle,2112,538,25.47,0,0.0,0,64,64,0,64,64
Deadlift_092,sekunder_sekunder_deadlift_kaggle57_rep57.mp4,deadlift,sekunder_kaggle,2112,6,0.28,0,0.0,0,3,0,0,3,0
Deadlift_093,sekunder_sekunder_deadlift_kaggle58_rep58.mp4,deadlift,sekunder_kaggle,2112,502,23.77,0,0.0,0,64,64,0,56,50
Deadlift_094,sekunder_sekunder_deadlift_kaggle59_rep59.mp4,deadlift,sekunder_kaggle,2112,576,27.27,0,0.0,0,64,64,0,64,64
Deadlift_095,sekunder_sekunder_deadlift_kaggle60_rep60.mp4,deadlift,sekunder_kaggle,2112,454,21.5,0,0.0,0,62,64,0,64,38
Deadlift_096,sekunder_sekunder_deadlift_kaggle61_rep61.mp4,deadlift,sekunder_kaggle,2112,448,21.21,0,0.0,0,64,64,0,64,0
Deadlift_097,sekunder_sekunder_deadlift_kaggle62_rep62.mp4,deadlift,sekunder_kaggle,2112,4,0.19,0,0.0,0,0,0,0,0,0
Deadlift_098,sekunder_sekunder_deadlift_kaggle63_rep63.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_099,sekunder_sekunder_deadlift_kaggle64_rep64.mp4,deadlift,sekunder_kaggle,2112,2,0.09,0,0.0,0,0,0,0,0,0
Deadlift_100,sekunder_sekunder_deadlift_kaggle65_rep65.mp4,deadlift,sekunder_kaggle,2112,448,21.21,0,0.0,0,64,64,0,64,0
Deadlift_101,sekunder_sekunder_deadlift_kaggle66_rep66.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_102,sekunder_sekunder_deadlift_kaggle67_rep67.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_103,sekunder_sekunder_deadlift_kaggle68_rep68.mp4,deadlift,sekunder_kaggle,2112,6,0.28,0,0.0,0,0,0,0,0,3
Deadlift_104,sekunder_sekunder_deadlift_kaggle69_rep69.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_105,sekunder_sekunder_deadlift_kaggle70_rep70.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_106,sekunder_sekunder_deadlift_kaggle71_rep71.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_107,sekunder_sekunder_deadlift_kaggle72_rep72.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_108,sekunder_sekunder_deadlift_kaggle73_rep73.mp4,deadlift,sekunder_kaggle,2112,4,0.19,0,0.0,0,0,0,0,0,0
Deadlift_109,sekunder_sekunder_deadlift_kaggle74_rep74.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_110,sekunder_sekunder_deadlift_kaggle75_rep75.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_112,sekunder_sekunder_deadlift_kaggle77_rep77.mp4,deadlift,sekunder_kaggle,2112,6,0.28,0,0.0,0,0,0,0,0,3
Deadlift_113,sekunder_sekunder_deadlift_kaggle78_rep78.mp4,deadlift,sekunder_kaggle,2112,48,2.27,0,0.0,0,0,0,0,5,20
Deadlift_114,sekunder_sekunder_deadlift_kaggle79_rep79.mp4,deadlift,sekunder_kaggle,2112,496,23.48,0,0.0,0,64,64,0,64,44
Deadlift_115,sekunder_sekunder_deadlift_kaggle80_rep80.mp4,deadlift,sekunder_kaggle,2112,2,0.09,0,0.0,0,0,0,0,0,1
Deadlift_116,sekunder_sekunder_deadlift_kaggle81_rep81.mp4,deadlift,sekunder_kaggle,2112,576,27.27,0,0.0,0,64,64,0,64,64
Deadlift_117,sekunder_sekunder_deadlift_kaggle82_rep82.mp4,deadlift,sekunder_kaggle,2112,353,16.71,0,0.0,0,64,64,0,27,0
Deadlift_118,sekunder_sekunder_deadlift_kaggle83_rep83.mp4,deadlift,sekunder_kaggle,2112,22,1.04,0,0.0,0,4,0,0,0,8
Deadlift_119,sekunder_sekunder_deadlift_kaggle84_rep84.mp4,deadlift,sekunder_kaggle,2112,404,19.13,0,0.0,0,50,31,0,64,52
Deadlift_120,sekunder_sekunder_deadlift_kaggle85_rep85.mp4,deadlift,sekunder_kaggle,2112,93,4.4,0,0.0,0,6,1,0,27,24
Deadlift_121,sekunder_sekunder_deadlift_kaggle86_rep86.mp4,deadlift,sekunder_kaggle,2112,372,17.61,0,0.0,0,64,64,0,36,4
Deadlift_122,sekunder_sekunder_deadlift_kaggle87_rep87.mp4,deadlift,sekunder_kaggle,2112,271,12.83,0,0.0,0,41,48,0,21,7
Deadlift_123,sekunder_sekunder_deadlift_kaggle88_rep88.mp4,deadlift,sekunder_kaggle,2112,260,12.31,0,0.0,0,28,58,0,0,0
Deadlift_124,sekunder_sekunder_deadlift_kaggle89_rep89.mp4,deadlift,sekunder_kaggle,2112,374,17.71,0,0.0,0,64,64,0,46,8
Deadlift_125,sekunder_sekunder_deadlift_kaggle90_rep90.mp4,deadlift,sekunder_kaggle,2112,377,17.85,0,0.0,0,64,64,0,52,5
Deadlift_126,sekunder_sekunder_deadlift_kaggle91_rep91.mp4,deadlift,sekunder_kaggle,2112,268,12.69,0,0.0,0,12,64,0,0,0
Deadlift_127,sekunder_sekunder_deadlift_kaggle92_rep92.mp4,deadlift,sekunder_kaggle,2112,377,17.85,0,0.0,0,64,64,0,20,18
Deadlift_128,sekunder_sekunder_deadlift_kaggle93_rep93.mp4,deadlift,sekunder_kaggle,2112,330,15.62,0,0.0,0,44,43,0,46,30
Deadlift_129,sekunder_sekunder_deadlift_kaggle94_rep94.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_130,sekunder_sekunder_deadlift_kaggle95_rep95.mp4,deadlift,sekunder_kaggle,2112,365,17.28,0,0.0,0,49,72,0,0,0
Deadlift_131,sekunder_sekunder_deadlift_kaggle96_rep96.mp4,deadlift,sekunder_kaggle,2112,6,0.28,0,0.0,0,0,0,0,1,2
Deadlift_132,sekunder_sekunder_deadlift_kaggle97_rep97.mp4,deadlift,sekunder_kaggle,2112,48,2.27,0,0.0,0,0,0,0,5,20
Deadlift_133,sekunder_sekunder_deadlift_kaggle98_rep98.mp4,deadlift,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Deadlift_134,sekunder_sekunder_deadlift_kaggle99_rep99.mp4,deadlift,sekunder_kaggle,2112,4,0.19,0,0.0,0,0,0,0,0,0
Squat_001,primer_squat_frontal_subjek01_rep1.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_002,primer_squat_frontal_subjek01_rep10.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_003,primer_squat_frontal_subjek01_rep11.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_004,primer_squat_frontal_subjek01_rep12.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_005,primer_squat_frontal_subjek01_rep13.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_006,primer_squat_frontal_subjek01_rep14.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_007,primer_squat_frontal_subjek01_rep15.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_008,primer_squat_frontal_subjek01_rep16.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_009,primer_squat_frontal_subjek01_rep17.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_010,primer_squat_frontal_subjek01_rep18.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_011,primer_squat_frontal_subjek01_rep19.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_012,primer_squat_frontal_subjek01_rep2.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_013,primer_squat_frontal_subjek01_rep20.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_014,primer_squat_frontal_subjek01_rep21.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_015,primer_squat_frontal_subjek01_rep22.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_016,primer_squat_frontal_subjek01_rep23.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_017,primer_squat_frontal_subjek01_rep24.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_018,primer_squat_frontal_subjek01_rep25.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_019,primer_squat_frontal_subjek01_rep3.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_020,primer_squat_frontal_subjek01_rep4.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_021,primer_squat_frontal_subjek01_rep5.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_022,primer_squat_frontal_subjek01_rep6.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_023,primer_squat_frontal_subjek01_rep7.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_024,primer_squat_frontal_subjek01_rep8.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_025,primer_squat_frontal_subjek01_rep9.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_026,primer_squat_frontal_subjek03_rep1.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_027,primer_squat_frontal_subjek03_rep10.mp4,squat,frontal,2112,5,0.24,0,0.0,0,1,1,0,0,0
Squat_028,primer_squat_frontal_subjek03_rep11.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_029,primer_squat_frontal_subjek03_rep12.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_030,primer_squat_frontal_subjek03_rep13.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_031,primer_squat_frontal_subjek03_rep14.mp4,squat,frontal,2112,12,0.57,0,0.0,0,0,3,0,0,0
Squat_032,primer_squat_frontal_subjek03_rep15.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_033,primer_squat_frontal_subjek03_rep16.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_034,primer_squat_frontal_subjek03_rep17.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_035,primer_squat_frontal_subjek03_rep18.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_036,primer_squat_frontal_subjek03_rep19.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_037,primer_squat_frontal_subjek03_rep2.mp4,squat,frontal,2112,9,0.43,0,0.0,0,1,2,0,0,0
Squat_038,primer_squat_frontal_subjek03_rep20.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_039,primer_squat_frontal_subjek03_rep21.mp4,squat,frontal,2112,38,1.8,0,0.0,0,12,8,0,0,0
Squat_040,primer_squat_frontal_subjek03_rep22.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_041,primer_squat_frontal_subjek03_rep23.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_042,primer_squat_frontal_subjek03_rep24.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_043,primer_squat_frontal_subjek03_rep3.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_044,primer_squat_frontal_subjek03_rep32.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_045,primer_squat_frontal_subjek03_rep33.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_046,primer_squat_frontal_subjek03_rep34.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_047,primer_squat_frontal_subjek03_rep35.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_048,primer_squat_frontal_subjek03_rep36.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_049,primer_squat_frontal_subjek03_rep37.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_050,primer_squat_frontal_subjek03_rep38.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_051,primer_squat_frontal_subjek03_rep39.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_052,primer_squat_frontal_subjek03_rep4.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_053,primer_squat_frontal_subjek03_rep40.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_054,primer_squat_frontal_subjek03_rep41.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_055,primer_squat_frontal_subjek03_rep5.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_056,primer_squat_frontal_subjek03_rep6.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_057,primer_squat_frontal_subjek03_rep7.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_058,primer_squat_frontal_subjek03_rep8.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
