frame_index,landmark_index,landmark_name,x_raw,y_raw,z_raw,visibility,is_low_confidence,is_missing,interpolation_status,x_final,y_final,z_final
7,2,left_eye,0.557447,0.230316,-0.820326,0.999915,False,False,original,0.557447,0.230316,-0.820326
7,3,left_eye_outer,0.571644,0.231352,-0.820207,0.99993,False,False,original,0.571644,0.231352,-0.820207
7,4,right_eye_inner,0.503095,0.228181,-0.823583,0.999959,False,False,original,0.503095,0.228181,-0.823583
7,5,right_eye,0.489772,0.227959,-0.824454,0.99996,False,False,original,0.489772,0.227959,-0.824454
7,6,right_eye_outer,0.478595,0.227294,-0.824972,0.999964,False,False,original,0.478595,0.227294,-0.824972
7,7,left_ear,0.584994,0.238232,-0.432327,0.999949,False,False,original,0.584994,0.238232,-0.432327
7,8,right_ear,0.458738,0.235756,-0.450316,0.999917,False,False,original,0.458738,0.235756,-0.450316
7,9,mouth_left,0.546984,0.267916,-0.72758,0.999945,False,False,original,0.546984,0.267916,-0.72758
7,10,mouth_right,0.499446,0.264924,-0.738209,0.999942,False,False,original,0.499446,0.264924,-0.738209
7,11,left_shoulder,0.663672,0.3457,-0.1688,0.999928,False,False,original,0.663672,0.3457,-0.1688
7,12,right_shoulder,0.370598,0.340224,-0.190024,0.999858,False,False,original,0.370598,0.340224,-0.190024
7,13,left_elbow,0.738901,0.457364,-0.427073,0.939955,False,False,original,0.738901,0.457364,-0.427073
7,14,right_elbow,0.28469,0.453681,-0.538342,0.886412,False,False,original,0.28469,0.453681,-0.538342
7,15,left_wrist,0.848145,0.368987,-1.091179,0.97305,False,False,original,0.848145,0.368987,-1.091179
7,16,right_wrist,0.182708,0.369383,-1.237409,0.976447,False,False,original,0.182708,0.369383,-1.237409
7,17,left_pinky,0.858584,0.354446,-1.219277,0.964768,False,False,original,0.858584,0.354446,-1.219277
7,18,right_pinky,0.161003,0.349882,-1.387994,0.975912,False,False,original,0.161003,0.349882,-1.387994
7,19,left_index,0.849892,0.341717,-1.266384,0.964252,False,False,original,0.849892,0.341717,-1.266384
7,20,right_index,0.169153,0.341284,-1.412212,0.975216,False,False,original,0.169153,0.341284,-1.412212
7,21,left_thumb,0.843502,0.34708,-1.125916,0.950614,False,False,original,0.843502,0.34708,-1.125916
7,22,right_thumb,0.180911,0.347654,-1.271193,0.966771,False,False,original,0.180911,0.347654,-1.271193
7,23,left_hip,0.590507,0.58251,0.003271,0.999979,False,False,original,0.590507,0.58251,0.003271
7,24,right_hip,0.415126,0.580982,-0.003578,0.999977,False,False,original,0.415126,0.580982,-0.003578
7,25,left_knee,0.675446,0.750491,-0.02751,0.987515,False,False,original,0.675446,0.750491,-0.02751
7,26,right_knee,0.346452,0.751301,-0.106264,0.983263,False,False,original,0.346452,0.751301,-0.106264
7,27,left_ankle,0.696824,0.911931,0.421286,0.984275,False,False,original,0.696824,0.911931,0.421286
7,28,right_ankle,0.317396,0.905942,0.374159,0.989201,False,False,original,0.317396,0.905942,0.374159
7,29,left_heel,0.675591,0.937503,0.443836,0.89059,False,False,original,0.675591,0.937503,0.443836
7,30,right_heel,0.341291,0.930276,0.406888,0.916346,False,False,original,0.341291,0.930276,0.406888
